,world,Job,Points,Name,Day_Number,Rank
47,Aegis,carpenter,2039,Iro Dori,2,48
48,Aegis,carpenter,1991,Lam Wool,2,49
49,Aegis,carpenter,1920,Leonhart Elric,2,50
50,Aegis,carpenter,1808,Mya Mia,2,51
51,Aegis,carpenter,1799,Miju Rihm,2,52
52,Aegis,carpenter,1765,Alma Atuy,2,53
53,Aegis,carpenter,1757,Tea Tughril,2,54
54,Aegis,carpenter,1751,Waddle Dee,2,55
55,Aegis,carpenter,1740,Lin Metia,2,56
56,Aegis,carpenter,1710,Kinako Kororo,2,57
57,Aegis,carpenter,1710,Murasaki Hime,2,58
58,Aegis,carpenter,1646,Rita Laverna,2,59
59,Aegis,carpenter,1635,D'ahlia Tyqi,2,60
60,Aegis,carpenter,1591,Marl Moon,2,61
61,Aegis,carpenter,1590,Nashiro Chord,2,62
62,Aegis,carpenter,1530,Jasmine Tanaka,2,63
63,Aegis,carpenter,1528,Soul Blitz,2,64
64,Aegis,carpenter,1470,Namine Nanami,2,65
65,Aegis,carpenter,1470,Nao Sun,2,66
66,Aegis,carpenter,1460,Ichika Liessfeldt,2,67
67,Aegis,carpenter,1440,Gozaru Bushi,2,68
68,Aegis,carpenter,1440,Miiyan Delphoi,2,69
69,Aegis,carpenter,1411,Kuro Issant,2,70
70,Aegis,carpenter,1390,Ichi Daddy,2,71
71,Aegis,carpenter,1355,Vivicco Victoria,2,72
72,Aegis,carpenter,1281,Nachtigal Po,2,73
73,Aegis,carpenter,1258,Popful Poppy,2,74
74,Aegis,carpenter,1255,Amanen Ruby,2,75
75,Aegis,carpenter,1239,Rose Tqityou,2,76
76,Aegis,carpenter,1215,Amanita Pantherina,2,77
77,Aegis,carpenter,1214,Tsumiki Kimitsuka,2,78
78,Aegis,carpenter,1189,Honey Lemon,2,79
79,Aegis,carpenter,1185,Geepee De'kao,2,80
80,Aegis,carpenter,1185,Sumi Matsuno,2,81
81,Aegis,carpenter,1170,Neco Necco,2,82
82,Aegis,carpenter,1168,White Bear,2,83
83,Aegis,carpenter,1129,Setoka Kiyomi-murcott,2,84
84,Aegis,carpenter,1125,Minua Rune,2,85
85,Aegis,carpenter,1113,Felix Amber,2,86
86,Aegis,carpenter,1041,Dachs Skarlet,2,87
87,Aegis,carpenter,1024,Kaya Peridot,2,88
88,Aegis,carpenter,1001,Horkeu Kamui,2,89
89,Aegis,carpenter,990,Cedia Mori,2,90
90,Aegis,carpenter,990,Vida Oronir,2,91
91,Aegis,carpenter,975,Fieche Rieche,2,92
92,Aegis,carpenter,960,Makkun Strike,2,93
93,Aegis,carpenter,949,Hanns Freed,2,94
94,Aegis,carpenter,930,Haurchefant Fortemps',2,95
95,Aegis,carpenter,930,Nezi Hephaistos,2,96
96,Aegis,carpenter,900,Marka Spearritt,2,97
97,Aegis,carpenter,897,Jeph Durandal,2,98
98,Aegis,carpenter,890,Nyar-c Malha,2,99
99,Aegis,carpenter,881,Lycopodium Ziziphus,2,100
100,Aegis,blacksmith,101631,Shiro Silver,2,1
101,Aegis,blacksmith,100790,Hoshikawa Subaru,2,2
102,Aegis,blacksmith,85308,Eleanor Dana,2,3
103,Aegis,blacksmith,63826,Kvarfolian Trifolion,2,4
104,Aegis,blacksmith,28061,Dan Cho,2,5
105,Aegis,blacksmith,22943,Fennel Tiger,2,6
106,Aegis,blacksmith,22352,Mizuzun Dundamin,2,7
107,Aegis,blacksmith,20769,Sin Gari,2,8
108,Aegis,blacksmith,20037,Xxxxx Xxxxx,2,9
109,Aegis,blacksmith,19197,Stradivarius Dolphin,2,10
110,Aegis,blacksmith,17374,Nezi Hephaistos,2,11
111,Aegis,blacksmith,16017,Nekorobu Goron,2,12
112,Aegis,blacksmith,14444,Marl Moon,2,13
113,Aegis,blacksmith,11175,Suoh Wolfswift,2,14
114,Aegis,blacksmith,9222,Jacksonbird Al'akir,2,15
115,Aegis,blacksmith,8261,Qoo Souffle,2,16
116,Aegis,blacksmith,7765,Aspen Capen,2,17
117,Aegis,blacksmith,7272,Felix Amber,2,18
118,Aegis,blacksmith,6465,L'ucia Amih,2,19
119,Aegis,blacksmith,5159,Ecah'a Soleil,2,20
120,Aegis,blacksmith,4570,Yullin Heartilly,2,21
121,Aegis,blacksmith,4277,Mu Yak,2,22
122,Aegis,blacksmith,4080,Rin Mirror,2,23
123,Aegis,blacksmith,3983,Mel Enger,2,24
124,Aegis,blacksmith,3898,Rina Charat,2,25
125,Aegis,blacksmith,3535,Chicory Nyan,2,26
126,Aegis,blacksmith,3440,Roux Louka,2,27
127,Aegis,blacksmith,3030,Yossy Brewer,2,28
128,Aegis,blacksmith,2991,Monisha Cirrus,2,29
129,Aegis,blacksmith,2917,Fumi Leafray,2,30
130,Aegis,blacksmith,2829,Sumi Matsuno,2,31
131,Aegis,blacksmith,2722,Sawa China,2,32
132,Aegis,blacksmith,2655,Tan Popo,2,33
133,Aegis,blacksmith,2577,Aquamarine March,2,34
134,Aegis,blacksmith,2542,Usa Kiritani,2,35
135,Aegis,blacksmith,2502,Momo Sakura,2,36
136,Aegis,blacksmith,2340,Clear Sumo,2,37
137,Aegis,blacksmith,2337,Fluffy Pancake,2,38
138,Aegis,blacksmith,2240,Alman Aurelia,2,39
139,Aegis,blacksmith,2174,Chizuna Jaja,2,40
140,Aegis,blacksmith,2163,Ran Tana,2,41
141,Aegis,blacksmith,2112,Yuri White,2,42
142,Aegis,blacksmith,1967,Kate Charis,2,43
143,Aegis,blacksmith,1808,Marvelo Kaj'ik,2,44
144,Aegis,blacksmith,1800,Soushi Okita,2,45
145,Aegis,blacksmith,1768,Yukiki Yuki,2,46
146,Aegis,blacksmith,1747,Quasar Arthur,2,47
147,Aegis,blacksmith,1580,Kuro Issant,2,48
148,Aegis,blacksmith,1570,Coco Ichi,2,49
149,Aegis,blacksmith,1558,Buraishin Fenrilsoul,2,50
150,Aegis,blacksmith,1500,Azel Ahl,2,51
151,Aegis,blacksmith,1470,Somali Vivienne,2,52
152,Aegis,blacksmith,1368,Ukyo Otomeyuri,2,53
153,Aegis,blacksmith,1350,Aria Torakand,2,54
154,Aegis,blacksmith,1350,Lemu Acell,2,55
155,Aegis,blacksmith,1350,Pesama Hasebe,2,56
156,Aegis,blacksmith,1350,Shall Fields,2,57
157,Aegis,blacksmith,1345,Nagi Tsukiyono,2,58
158,Aegis,blacksmith,1342,Riel Breilent,2,59
159,Aegis,blacksmith,1341,Aria Himesaki,2,60
160,Aegis,blacksmith,1330,Nero Aliapoh,2,61
161,Aegis,blacksmith,1285,Windows Vista,2,62
162,Aegis,blacksmith,1200,Hoshi Don-,2,63
163,Aegis,blacksmith,1200,Pastel Potato,2,64
164,Aegis,blacksmith,1195,Cedia Mori,2,65
165,Aegis,blacksmith,1173,Ria Kruz,2,66
166,Aegis,blacksmith,1170,Caelus Ivy,2,67
167,Aegis,blacksmith,1109,Jade Welfeine,2,68
168,Aegis,blacksmith,1031,Lachesis Knight,2,69
169,Aegis,blacksmith,1023,Celin Beatrix,2,70
170,Aegis,blacksmith,1003,Yuriko Saito,2,71
171,Aegis,blacksmith,985,Bakuku Matata,2,72
172,Aegis,blacksmith,972,Spark Browne,2,73
173,Aegis,blacksmith,960,Neea Nedy,2,74
174,Aegis,blacksmith,959,Chibi Tama,2,75
175,Aegis,blacksmith,956,The Rose,2,76
176,Aegis,blacksmith,901,Issac Ex,2,77
177,Aegis,blacksmith,900,Frang Moriarty,2,78
178,Aegis,blacksmith,896,Egon Walker,2,79
179,Aegis,blacksmith,846,Salad Maison,2,80
180,Aegis,blacksmith,840,Mayrin Restanoah,2,81
181,Aegis,blacksmith,840,Yukikaze Fairy,2,82
182,Aegis,blacksmith,812,Io Nazun,2,83
183,Aegis,blacksmith,810,Ignis Rufus,2,84
184,Aegis,blacksmith,801,Noelle Seeker,2,85
185,Aegis,blacksmith,780,Cyoru Nelhah,2,86
186,Aegis,blacksmith,780,Takana Katagiri,2,87
187,Aegis,blacksmith,760,Reinhardt Whitemane,2,88
188,Aegis,blacksmith,750,Arc Chere,2,89
189,Aegis,blacksmith,750,Mana Tori,2,90
190,Aegis,blacksmith,750,Retishia Rouge,2,91
191,Aegis,blacksmith,748,Eve Reivers,2,92
192,Aegis,blacksmith,736,Saki Cruz,2,93
193,Aegis,blacksmith,719,Dachs Skarlet,2,94
194,Aegis,blacksmith,715,Magutya Bastet,2,95
195,Aegis,blacksmith,711,Shadow Glaive,2,96
196,Aegis,blacksmith,704,Oguma Venus,2,97
197,Aegis,blacksmith,690,Y'nero Tia,2,98
198,Aegis,blacksmith,683,Mana Azure,2,99
199,Aegis,blacksmith,680,Man Hunt,2,100
200,Aegis,armorer,160001,Kuroku Swei,2,1
201,Aegis,armorer,157547,Azuki Kuriyama,2,2
202,Aegis,armorer,81772,Shank Althyk,2,3
203,Aegis,armorer,62915,Kvarfolian Trifolion,2,4
204,Aegis,armorer,56721,Yuki Tsuki,2,5
205,Aegis,armorer,56208,Hanns Freed,2,6
206,Aegis,armorer,51151,Yuhka Ina,2,7
207,Aegis,armorer,46296,Bulo Sylph,2,8
208,Aegis,armorer,34507,Temari Uta,2,9
209,Aegis,armorer,31691,Blackthorn Stir,2,10
210,Aegis,armorer,22045,Bragi Hynett,2,11
211,Aegis,armorer,20149,Gregory Glover,2,12
212,Aegis,armorer,18657,Jacksonbird Al'akir,2,13
213,Aegis,armorer,13126,Rutile Ruu,2,14
214,Aegis,armorer,12557,Yu Minesima,2,15
215,Aegis,armorer,11726,Sere Spica,2,16
216,Aegis,armorer,10207,Renart Retriever,2,17
217,Aegis,armorer,10125,Blue Prune,2,18
218,Aegis,armorer,8860,Marimo Akan,2,19
219,Aegis,armorer,7933,Koma Chang,2,20
220,Aegis,armorer,7824,Rera Kamuy,2,21
221,Aegis,armorer,7791,Earl Redpants,2,22
222,Aegis,armorer,6909,Aventa Doll,2,23
223,Aegis,armorer,6899,Takana Milkcocoa,2,24
224,Aegis,armorer,6363,Kd Ager,2,25
225,Aegis,armorer,6318,Lexar Wienzulf,2,26
226,Aegis,armorer,6078,Raima Nonoa,2,27
227,Aegis,armorer,5844,Guran Mos,2,28
228,Aegis,armorer,5459,Tan Popo,2,29
229,Aegis,armorer,5139,Calico Kitten,2,30
230,Aegis,armorer,5088,Yt Tt,2,31
231,Aegis,armorer,5048,Mana Claves,2,32
232,Aegis,armorer,4938,Bakka Teroyake,2,33
233,Aegis,armorer,4803,Hans Grete,2,34
234,Aegis,armorer,4710,Akatuki Sion,2,35
235,Aegis,armorer,4679,Emo Runa,2,36
236,Aegis,armorer,4520,Ansye Remusat,2,37
237,Aegis,armorer,4368,Lord El-melloi,2,38
238,Aegis,armorer,4356,Riku Ro,2,39
239,Aegis,armorer,4350,Goma Goma,2,40
240,Aegis,armorer,3910,Man Hunt,2,41
241,Aegis,armorer,3885,Kinugoshi Dofu,2,42
242,Aegis,armorer,3880,Magur'o Wasabi,2,43
243,Aegis,armorer,3824,Chili Red,2,44
244,Aegis,armorer,3756,Roa Celestia,2,45
245,Aegis,armorer,3750,Fire Flower,2,46
246,Aegis,armorer,3390,Nezi Hephaistos,2,47
247,Aegis,armorer,3359,Merlot Leiyu,2,48
248,Aegis,armorer,3213,Pooh Thunderbolt,2,49
249,Aegis,armorer,3208,Shion Mcqueen,2,50
250,Aegis,armorer,3191,Altoplus Cm,2,51
251,Aegis,armorer,3159,Ainna Chon,2,52
252,Aegis,armorer,3038,Milky Kitten,2,53
253,Aegis,armorer,3000,Nakuru Hawk,2,54
254,Aegis,armorer,2980,Jeremiah- Gottwald,2,55
255,Aegis,armorer,2940,Rosa Alfinia,2,56
256,Aegis,armorer,2779,Morg Ming,2,57
257,Aegis,armorer,2747,Lunarith Cielgris,2,58
258,Aegis,armorer,2700,Kayaya Kaya,2,59
259,Aegis,armorer,2679,Uo Tami,2,60
260,Aegis,armorer,2604,Ria Kruz,2,61
261,Aegis,armorer,2602,Yullin Heartilly,2,62
262,Aegis,armorer,2580,Aina Gekkou,2,63
263,Aegis,armorer,2445,Gaul Mitsuki,2,64
264,Aegis,armorer,2410,O-men Pendragon,2,65
265,Aegis,armorer,2336,Take End,2,66
266,Aegis,armorer,2310,Selim Bradley,2,67
267,Aegis,armorer,2250,Nose Shun,2,68
268,Aegis,armorer,2181,Rosa Rosso,2,69
269,Aegis,armorer,2138,Rui Mutsuki,2,70
270,Aegis,armorer,2070,Nao Sun,2,71
271,Aegis,armorer,2065,Yokato Shamblo,2,72
272,Aegis,armorer,2043,Pist King,2,73
273,Aegis,armorer,2036,Matcha Latte,2,74
274,Aegis,armorer,1830,Boys Absolute,2,75
275,Aegis,armorer,1798,Aoi Lego,2,76
276,Aegis,armorer,1759,Aliceteed Zycc,2,77
277,Aegis,armorer,1758,Illumina Cranes,2,78
278,Aegis,armorer,1740,Felty Elicshell,2,79
279,Aegis,armorer,1682,Pofufu Pofu,2,80
280,Aegis,armorer,1654,Sherry Ealdred,2,81
281,Aegis,armorer,1650,Misha Marcust,2,82
282,Aegis,armorer,1650,Ralf Steiner,2,83
283,Aegis,armorer,1647,Gouto Holly,2,84
284,Aegis,armorer,1628,Raila Raina,2,85
285,Aegis,armorer,1590,Mame Milk,2,86
286,Aegis,armorer,1590,Sumi Matsuno,2,87
287,Aegis,armorer,1557,Lathi Nightbreed,2,88
288,Aegis,armorer,1551,Lalabel Bluedaisy,2,89
289,Aegis,armorer,1532,Honey Lemon,2,90
290,Aegis,armorer,1530,Dango Tameliolet,2,91
291,Aegis,armorer,1504,Sakurame Mea,2,92
292,Aegis,armorer,1501,Cotton Ashdale,2,93
293,Aegis,armorer,1470,Roc Bouquet,2,94
294,Aegis,armorer,1446,Mine Laves,2,95
295,Aegis,armorer,1440,Ageha Muramasa,2,96
296,Aegis,armorer,1435,Nia Tanzanite,2,97
297,Aegis,armorer,1402,Luche Sia,2,98
298,Aegis,armorer,1383,Shigure Amaashi,2,99
299,Aegis,armorer,1320,Johnny Blue,2,100
300,Aegis,goldsmith,138703,Kan Sun,2,1
301,Aegis,goldsmith,136451,Hey Bee,2,2
302,Aegis,goldsmith,53900,Akiti Ar,2,3
303,Aegis,goldsmith,33096,Als Wing,2,4
304,Aegis,goldsmith,27690,Quasar Arthur,2,5
305,Aegis,goldsmith,22493,Mado Sd,2,6
306,Aegis,goldsmith,17148,Five Millimeter,2,7
307,Aegis,goldsmith,15561,Gavial Noi,2,8
308,Aegis,goldsmith,12210,Lexington Tatamaya,2,9
309,Aegis,goldsmith,11738,Luthier Clarion,2,10
310,Aegis,goldsmith,7261,Fiona Animato,2,11
311,Aegis,goldsmith,7058,Rui Mutsuki,2,12
312,Aegis,goldsmith,6586,Jacksonbird Al'akir,2,13
313,Aegis,goldsmith,6390,Schwalt Wheeler,2,14
314,Aegis,goldsmith,5433,Licca Fancy,2,15
315,Aegis,goldsmith,5310,Yuri White,2,16
316,Aegis,goldsmith,5304,Tama Tomi,2,17
317,Aegis,goldsmith,4918,Mairo Lin,2,18
318,Aegis,goldsmith,4859,Morse Shepard,2,19
319,Aegis,goldsmith,4686,Fyidoaa Titan,2,20
320,Aegis,goldsmith,4668,Arianna Freya,2,21
321,Aegis,goldsmith,4579,Hitomi Majyo,2,22
322,Aegis,goldsmith,4061,Kirimi Sakana,2,23
323,Aegis,goldsmith,4034,Chao Zoo,2,24
324,Aegis,goldsmith,3941,Alpha Le'coeur,2,25
325,Aegis,goldsmith,3492,Jyuki Iruka,2,26
326,Aegis,goldsmith,3487,Mel Enger,2,27
327,Aegis,goldsmith,3426,Wascha Luminous,2,28
328,Aegis,goldsmith,3415,Oa Alba,2,29
329,Aegis,goldsmith,3077,L'ucia Amih,2,30
330,Aegis,goldsmith,2951,Umyu Kamui,2,31
331,Aegis,goldsmith,2940,Murasaki Hime,2,32
332,Aegis,goldsmith,2882,Pon Caminel,2,33
333,Aegis,goldsmith,2762,Zito Eye,2,34
334,Aegis,goldsmith,2698,Kanon Beilschmidt,2,35
335,Aegis,goldsmith,2694,Wyrm Astonisher,2,36
336,Aegis,goldsmith,2574,Remo Tea,2,37
337,Aegis,goldsmith,2430,Pink Fox,2,38
338,Aegis,goldsmith,2350,Nero Aliapoh,2,39
339,Aegis,goldsmith,2301,Issac Ex,2,40
340,Aegis,goldsmith,2168,Kyouka Michelle,2,41
341,Aegis,goldsmith,2145,Victory Gg,2,42
342,Aegis,goldsmith,2122,Siellu Umbra,2,43
343,Aegis,goldsmith,2117,Neun Nine,2,44
344,Aegis,goldsmith,2098,Alice Halevy,2,45
345,Aegis,goldsmith,2083,Susa Ivory,2,46
346,Aegis,goldsmith,1943,Daddy Daddy,2,47
347,Aegis,goldsmith,1886,Nachtigal Po,2,48
348,Aegis,goldsmith,1822,Okome Wilder,2,49
349,Aegis,goldsmith,1800,Gouto Holly,2,50
350,Aegis,goldsmith,1797,Maha Agreian,2,51
351,Aegis,goldsmith,1734,Jeph Durandal,2,52
352,Aegis,goldsmith,1601,Nanaki Kusunoki,2,53
353,Aegis,goldsmith,1586,Nashiro Chord,2,54
354,Aegis,goldsmith,1500,Sumi Matsuno,2,55
355,Aegis,goldsmith,1470,Arc Chere,2,56
356,Aegis,goldsmith,1470,Lauren Una,2,57
357,Aegis,goldsmith,1467,Air Real,2,58
358,Aegis,goldsmith,1445,Stoy Koop,2,59
359,Aegis,goldsmith,1310,Semih Lafihna,2,60
360,Aegis,goldsmith,1290,Fanta Distortion,2,61
361,Aegis,goldsmith,1290,Sakuya Tachlbana,2,62
362,Aegis,goldsmith,1247,Windows Vista,2,63
363,Aegis,goldsmith,1219,Dachs Skarlet,2,64
364,Aegis,goldsmith,1200,Demi Tas,2,65
365,Aegis,goldsmith,1183,Shall Fields,2,66
366,Aegis,goldsmith,1173,Lestat Lioncourt,2,67
367,Aegis,goldsmith,1163,Lia Lia,2,68
368,Aegis,goldsmith,1150,Gaul Mitsuki,2,69
369,Aegis,goldsmith,1108,Zero Cruel,2,70
370,Aegis,goldsmith,1084,Shank Alf,2,71
371,Aegis,goldsmith,1080,Rud Coneflower,2,72
372,Aegis,goldsmith,1080,Waha Empress,2,73
373,Aegis,goldsmith,1079,Ran Legend,2,74
374,Aegis,goldsmith,1035,Hoshi Don-,2,75
375,Aegis,goldsmith,1011,Flower Mokuren,2,76
376,Aegis,goldsmith,990,Felty Elicshell,2,77
377,Aegis,goldsmith,984,Pizza Kleingarten,2,78
378,Aegis,goldsmith,984,Schme Tterling,2,79
379,Aegis,goldsmith,957,Yayoi Hinagiku,2,80
380,Aegis,goldsmith,930,Tawachi Wizwiz,2,81
381,Aegis,goldsmith,930,Yam Yammy,2,82
382,Aegis,goldsmith,926,Earlgrey Mason,2,83
383,Aegis,goldsmith,921,Eruza Scarlet,2,84
384,Aegis,goldsmith,920,Tukiko Amano,2,85
385,Aegis,goldsmith,900,Nezi Hephaistos,2,86
386,Aegis,goldsmith,899,Marvelo Kaj'ik,2,87
387,Aegis,goldsmith,891,Sifon Endlight,2,88
388,Aegis,goldsmith,884,Haki Aura,2,89
389,Aegis,goldsmith,840,Luche Sia,2,90
390,Aegis,goldsmith,840,Takana Katagiri,2,91
391,Aegis,goldsmith,839,Tomato Stew,2,92
392,Aegis,goldsmith,810,Myuah'to Lheaya,2,93
393,Aegis,goldsmith,810,Spark Browne,2,94
394,Aegis,goldsmith,807,Kaiza Fukai,2,95
395,Aegis,goldsmith,800,Aria Himesaki,2,96
396,Aegis,goldsmith,778,San Kashiwada,2,97
397,Aegis,goldsmith,774,Feles Nylath,2,98
398,Aegis,goldsmith,750,Neco Necco,2,99
399,Aegis,goldsmith,729,Henyonyo Henyo,2,100
400,Aegis,leatherworker,178179,Luther Wingfield,2,1
401,Aegis,leatherworker,167516,Koma Chang,2,2
402,Aegis,leatherworker,86552,Azi Poyo,2,3
403,Aegis,leatherworker,72606,Irina Yaharage,2,4
404,Aegis,leatherworker,70956,Monokeros Killcal,2,5
405,Aegis,leatherworker,45550,Ecoco Eco,2,6
406,Aegis,leatherworker,37700,Kankan Draphfarmer,2,7
407,Aegis,leatherworker,34884,Rilke Quartz,2,8
408,Aegis,leatherworker,25115,Gat' Ito,2,9
409,Aegis,leatherworker,24335,Victory Gg,2,10
410,Aegis,leatherworker,18539,Saq Ino,2,11
411,Aegis,leatherworker,11629,Ally Iryumu,2,12
412,Aegis,leatherworker,7227,Jacksonbird Al'akir,2,13
413,Aegis,leatherworker,7225,Tempt Toy,2,14
414,Aegis,leatherworker,6551,Schelm Wildkatze,2,15
415,Aegis,leatherworker,5617,Name Row,2,16
416,Aegis,leatherworker,4605,Omoti Moti,2,17
417,Aegis,leatherworker,4593,True Moon,2,18
418,Aegis,leatherworker,4384,Junpei Tadano,2,19
419,Aegis,leatherworker,4026,Fritz Fleetwood,2,20
420,Aegis,leatherworker,3870,Moco Sugar,2,21
421,Aegis,leatherworker,3533,Silverna Vanille,2,22
422,Aegis,leatherworker,3266,Tanuki Tangyuan,2,23
423,Aegis,leatherworker,3254,Faye Andrea,2,24
424,Aegis,leatherworker,3150,Marcus Deraven,2,25
425,Aegis,leatherworker,3131,Shiro Silver,2,26
426,Aegis,leatherworker,3040,Elrik Lotus,2,27
427,Aegis,leatherworker,3033,Eliza Garcia,2,28
428,Aegis,leatherworker,2901,Milky Kitten,2,29
429,Aegis,leatherworker,2687,Crown Allen,2,30
430,Aegis,leatherworker,2631,King Kujira,2,31
431,Aegis,leatherworker,2306,Gouto Holly,2,32
432,Aegis,leatherworker,2292,L'ucia Amih,2,33
433,Aegis,leatherworker,2280,Edge Burns,2,34
434,Aegis,leatherworker,2257,Quasar Arthur,2,35
435,Aegis,leatherworker,2181,Rai Kano,2,36
436,Aegis,leatherworker,2063,Jyuki Iruka,2,37
437,Aegis,leatherworker,1989,Lain Lain,2,38
438,Aegis,leatherworker,1975,Nywawa Fenq,2,39
439,Aegis,leatherworker,1800,Icy Liam,2,40
440,Aegis,leatherworker,1747,Nachtigal Po,2,41
441,Aegis,leatherworker,1740,Mello Colon,2,42
442,Aegis,leatherworker,1644,Sania Amituki,2,43
443,Aegis,leatherworker,1525,Uta Crest,2,44
444,Aegis,leatherworker,1470,Cedia Mori,2,45
445,Aegis,leatherworker,1470,Kurusu Larb,2,46
446,Aegis,leatherworker,1452,Popoyon Poporon,2,47
447,Aegis,leatherworker,1413,Satori Satorain,2,48
448,Aegis,leatherworker,1340,Sakura Crow,2,49
449,Aegis,leatherworker,1339,Itsuki Yu,2,50
450,Aegis,leatherworker,1273,Nashiro Chord,2,51
451,Aegis,leatherworker,1266,Katuwo Soboro,2,52
452,Aegis,leatherworker,1216,Rowena Blackthorn,2,53
453,Aegis,leatherworker,1190,J'abber Wock,2,54
454,Aegis,leatherworker,1146,Seki Robbins,2,55
455,Aegis,leatherworker,1130,Nemu Levitt,2,56
456,Aegis,leatherworker,1115,Daisuke Sukesuke,2,57
457,Aegis,leatherworker,1056,Kuro Issant,2,58
458,Aegis,leatherworker,1030,Codex Bookmarker,2,59
459,Aegis,leatherworker,995,Sharlotte Beart,2,60
460,Aegis,leatherworker,985,X'luvara Tia,2,61
461,Aegis,leatherworker,960,Ichinose Kuroneko,2,62
462,Aegis,leatherworker,960,Makkun Strike,2,63
463,Aegis,leatherworker,954,Punipuni Puyopuyo,2,64
464,Aegis,leatherworker,952,Nanaki Kusunoki,2,65
465,Aegis,leatherworker,947,Okome Wilder,2,66
466,Aegis,leatherworker,900,Sana Colette,2,67
467,Aegis,leatherworker,892,Chicory Nyan,2,68
468,Aegis,leatherworker,892,Coron Anli,2,69
469,Aegis,leatherworker,870,Rakuen Hypothesis,2,70
470,Aegis,leatherworker,870,Riku Ro,2,71
471,Aegis,leatherworker,868,Dachs Skarlet,2,72
472,Aegis,leatherworker,840,Ayleth Stark,2,73
473,Aegis,leatherworker,810,Kurogane Tia,2,74
474,Aegis,leatherworker,810,Mercis Floren,2,75
475,Aegis,leatherworker,790,Coco Allure,2,76
476,Aegis,leatherworker,769,Gaul Mitsuki,2,77
477,Aegis,leatherworker,750,Spark Browne,2,78
478,Aegis,leatherworker,750,Syu Reak,2,79
479,Aegis,leatherworker,748,Sumi Matsuno,2,80
480,Aegis,leatherworker,746,Yulian Nohl,2,81
481,Aegis,leatherworker,744,Lia Lia,2,82
482,Aegis,leatherworker,740,Sharon Clarimonde,2,83
483,Aegis,leatherworker,739,Blue Bone,2,84
484,Aegis,leatherworker,720,Arc Chere,2,85
485,Aegis,leatherworker,691,Noel Syuz,2,86
486,Aegis,leatherworker,690,Ion Izzet,2,87
487,Aegis,leatherworker,635,Aria Himesaki,2,88
488,Aegis,leatherworker,633,Wao Miqotte,2,89
489,Aegis,leatherworker,630,Nezi Hephaistos,2,90
490,Aegis,leatherworker,621,Hoshi Don-,2,91
491,Aegis,leatherworker,605,Floria Scarlet,2,92
492,Aegis,leatherworker,600,Fei Racanka,2,93
493,Aegis,leatherworker,600,Hina Kotori,2,94
494,Aegis,leatherworker,600,Lemu Acell,2,95
495,Aegis,leatherworker,597,Lolobon Terapin,2,96
496,Aegis,leatherworker,596,Bunjiee Miruku,2,97
497,Aegis,leatherworker,570,Wolf Raines,2,98
